,Baseline,Residual_05,Residual_10,Residual_15,Residual_20,Residual_25,Residual_30,Residual_35,Residual_40,Residual_45,Residual_50,Residual_55,Residual_60,Residual_65,Residual_70,Residual_75,Residual_80,Residual_85,Residual_90,Residual_95,Residual_100
2019-10-14,-0.017378577056379685,-0.017378577056379685,-0.017378577056379685,-0.017378577056379685,-0.014906892003390904,-0.014906892003390904,-0.015132071100814048,-0.015132071100814048,-0.015132071100814048,-0.015132071100814048,-0.015132071100814048,-0.013839680925140319,-0.013839680925140319,-0.013839680925140319,-0.013839680925139763,-0.013839680925139763,-0.013839680925140319,-0.013839680925140319,-0.013836184512846628,-0.013836184512846628,-0.013836184512846628
2019-10-15,-0.014512171275817942,-0.014512171275817942,-0.014512171275817942,-0.014512171275817942,-0.012803919608152747,-0.012803919608152747,-0.013029579416913739,-0.013029579416913739,-0.013029579416913739,-0.013029579416913739,-0.013029579416913739,-0.011734430252428374,-0.011734430252428374,-0.011734430252428374,-0.01173443025242793,-0.01173443025242793,-0.011734430252428374,-0.011734430252428374,-0.011594788749474394,-0.011594788749474394,-0.011594788749474394
2019-10-16,-0.011268702792132546,-0.011268702792132546,-0.011268702792132546,-0.011268702792132546,-0.012077041519692688,-0.012077041519692688,-0.012302867483054314,-0.012302867483054314,-0.012302867483054314,-0.012302867483054314,-0.012302867483054314,-0.011006764692873094,-0.011006764692873094,-0.011006764692873094,-0.01100676469287265,-0.01100676469287265,-0.011006764692873316,-0.011006764692873316,-0.01070492870273998,-0.01070492870273998,-0.01070492870273998
2019-10-17,-0.01358653438527524,-0.01358653438527524,-0.01358653438527524,-0.01358653438527524,-0.013040680635222901,-0.013040680635222901,-0.013266286323582288,-0.013266286323582288,-0.013266286323582288,-0.013266286323582288,-0.013266286323582288,-0.011971447777070932,-0.011971447777070932,-0.011971447777070932,-0.011971447777070376,-0.011971447777070376,-0.011971447777071154,-0.011971447777071154,-0.011512272288338732,-0.011512272288338732,-0.011512272288338732
2019-10-18,-0.013878770135167695,-0.013878770135167695,-0.013878770135167695,-0.013878770135167695,-0.012703126735514658,-0.012703126735514658,-0.01292880958417697,-0.01292880958417697,-0.01292880958417697,-0.01292880958417697,-0.01292880958417697,-0.011633528184761266,-0.011633528184761266,-0.011633528184761266,-0.01163352818476071,-0.01163352818476071,-0.011633528184761488,-0.011633528184761488,-0.011740078569643209,-0.011740078569643209,-0.011740078569643209
2019-10-21,-0.014875312725554979,-0.014875312725554979,-0.014875312725554979,-0.014875312725554979,-0.013766490406078913,-0.013766490406078913,-0.01399193018404088,-0.01399193018404088,-0.01399193018404088,-0.01399193018404088,-0.01399193018404088,-0.012698043861648967,-0.012698043861648967,-0.012698043861648967,-0.0126980438616483,-0.0126980438616483,-0.012698043861649078,-0.012698043861649078,-0.013775022828824923,-0.013775022828824923,-0.013775022828824923
2019-10-22,-0.012500977841907401,-0.012500977841907401,-0.012500977841907401,-0.012500977841907401,-0.01201520529429867,-0.01201520529429867,-0.012241045392593186,-0.012241045392593186,-0.012241045392593186,-0.012241045392593186,-0.012241045392593186,-0.010944861476547607,-0.010944861476547607,-0.010944861476547607,-0.010944861476546941,-0.010944861476546941,-0.010944861476547718,-0.010944861476547718,-0.012347750026998394,-0.012347750026998394,-0.012347750026998394
2019-10-23,-0.008642071516153593,-0.008642071516153593,-0.008642071516153593,-0.008642071516153593,-0.008165140379579716,-0.008165140379579716,-0.00839186055117458,-0.00839186055117458,-0.00839186055117458,-0.00839186055117458,-0.00839186055117458,-0.007090625553123342,-0.007090625553123342,-0.007090625553123342,-0.007090625553122787,-0.007090625553122787,-0.007090625553123564,-0.007090625553123564,-0.008600181439567645,-0.008600181439567645,-0.008600181439567645
2019-10-24,-0.006904337393641158,-0.006904337393641158,-0.006904337393641158,-0.006904337393641158,-0.007667098824701846,-0.007667098824701846,-0.007893932841929185,-0.007893932841929185,-0.007893932841929185,-0.007893932841929185,-0.007893932841929185,-0.0065920444396389,-0.0065920444396389,-0.0065920444396389,-0.006592044439638456,-0.006592044439638456,-0.006592044439639233,-0.006592044439639233,-0.008576778984947131,-0.008576778984947131,-0.008576778984947131
2019-10-25,-0.007864984040597434,-0.007864984040597434,-0.007864984040597434,-0.007864984040597434,-0.009272175448783226,-0.009272175448783226,-0.00949864256698063,-0.00949864256698063,-0.00949864256698063,-0.00949864256698063,-0.00949864256698063,-0.008198859940523606,-0.008198859940523606,-0.008198859940523606,-0.008198859940523273,-0.008198859940523273,-0.00819885994052394,-0.00819885994052394,-0.008505866660098338,-0.008505866660098338,-0.008505866660098338
2019-10-28,-0.005573653437164761,-0.005573653437164761,-0.005573653437164761,-0.005573653437164761,-0.005729584489011286,-0.005729584489011286,-0.005956861396078983,-0.005956861396078983,-0.005956861396078983,-0.005956861396078983,-0.005956861396078983,-0.004652431077220465,-0.004652431077220465,-0.004652431077220465,-0.0046524310772199096,-0.0046524310772199096,-0.004652431077220798,-0.004652431077220798,-0.005122160101876827,-0.005122160101876827,-0.005122160101876827
2019-10-29,-0.003295166254670967,-0.003295166254670967,-0.003295166254670967,-0.003295166254670967,-0.006080565289310891,-0.006080565289310891,-0.006307761966865999,-0.006307761966865999,-0.006307761966865999,-0.006307761966865999,-0.006307761966865999,-0.005003792116296757,-0.005003792116296757,-0.005003792116296757,-0.005003792116296202,-0.005003792116296202,-0.005003792116297201,-0.005003792116297201,-0.0042431735328613,-0.0042431735328613,-0.0042431735328613
2019-10-30,-0.004357015526169961,-0.004357015526169961,-0.004357015526169961,-0.004357015526169961,-0.0074398749116588725,-0.0074398749116588725,-0.007666760869231015,-0.007666760869231015,-0.007666760869231015,-0.007666760869231015,-0.007666760869231015,-0.006364574361157338,-0.006364574361157338,-0.006364574361157338,-0.006364574361156672,-0.006364574361156672,-0.006364574361157782,-0.006364574361157782,-0.00592101160561298,-0.00592101160561298,-0.00592101160561298
2019-10-31,-0.006393763190994939,-0.006393763190994939,-0.006393763190994939,-0.006393763190994939,-0.011776376756515994,-0.011776376756515994,-0.012002271447817514,-0.012002271447817514,-0.012002271447817514,-0.012002271447817514,-0.012002271447817514,-0.010705774201332896,-0.010705774201332896,-0.010705774201332896,-0.01070577420133223,-0.01070577420133223,-0.01070577420133334,-0.01070577420133334,-0.01036576328630312,-0.01036576328630312,-0.01036576328630312
2019-11-01,-0.0009164800908565418,-0.0009164800908565418,-0.0009164800908565418,-0.0009164800908565418,-0.0065753975047304625,-0.0065753975047304625,-0.006802481070265376,-0.006802481070265376,-0.006802481070265376,-0.006802481070265376,-0.006802481070265376,-0.005499160413450999,-0.005499160413450999,-0.005499160413450999,-0.0054991604134504435,-0.0054991604134504435,-0.005499160413451332,-0.005499160413451332,-0.005709440674648403,-0.005709440674648403,-0.005709440674648403
2019-11-04,-0.003797379623241226,-0.003797379623241226,-0.003797379623241226,-0.003797379623241226,-0.011280148061588058,-0.011280148061588058,-0.011506156184126315,-0.011506156184126315,-0.011506156184126315,-0.011506156184126315,-0.011506156184126315,-0.010209007911779366,-0.010209007911779366,-0.010209007911779366,-0.01020900791177859,-0.01020900791177859,-0.0102090079117797,-0.0102090079117797,-0.010257608637436855,-0.010257608637436855,-0.010257608637436855
2019-11-05,0.0,0.0,0.0,0.0,-0.004814004092707935,-0.004814004092707935,-0.005041490289197648,-0.005041490289197648,-0.005041490289197648,-0.005041490289197648,-0.005041490289197648,-0.0037358587771730845,-0.0037358587771730845,-0.0037358587771730845,-0.0037358587771725293,-0.0037358587771725293,-0.0037358587771735285,-0.0037358587771735285,-0.003841604926280273,-0.003841604926280273,-0.003841604926280273
2019-11-06,-0.002220303175391125,-0.002220303175391125,-0.002220303175391125,-0.002220303175391125,-0.008354470632139344,-0.008354470632139344,-0.00858114752537309,-0.00858114752537309,-0.00858114752537309,-0.00858114752537309,-0.00858114752537309,-0.007280160918622491,-0.007280160918622491,-0.007280160918622491,-0.007280160918621936,-0.007280160918621936,-0.0072801609186229355,-0.0072801609186229355,-0.007417085315036931,-0.007417085315036931,-0.007417085315036931
2019-11-07,-0.0014760901533654724,-0.0014760901533654724,-0.0014760901533654724,-0.0014760901533654724,-0.009529887211670585,-0.009529887211670585,-0.009756295420409344,-0.009756295420409344,-0.009756295420409344,-0.009756295420409344,-0.009756295420409344,-0.00845685089818582,-0.00845685089818582,-0.00845685089818582,-0.008456850898185264,-0.008456850898185264,-0.008456850898186374,-0.008456850898186374,-0.010222914646955794,-0.010222914646955794,-0.010222914646955794
2019-11-08,0.0,0.0,0.0,0.0,-0.005797749707929567,-0.005797749707929567,-0.006025011033340855,-0.006025011033340855,-0.006025011033340855,-0.006025011033340855,-0.006025011033340855,-0.004720670143652406,-0.004720670143652406,-0.004720670143652406,-0.0047206701436518506,-0.0047206701436518506,-0.004720670143652961,-0.004720670143652961,-0.0047447731901933965,-0.0047447731901933965,-0.0047447731901933965
2019-11-11,0.0,0.0,0.0,0.0,-0.0023649323458690974,-0.0023649323458690974,-0.002592978367375487,-0.002592978367375487,-0.002592978367375487,-0.002592978367375487,-0.002592978367375487,-0.001284133802452958,-0.001284133802452958,-0.001284133802452958,-0.001284133802452403,-0.001284133802452403,-0.0012841338024535132,-0.0012841338024535132,-0.00032252567187529557,-0.00032252567187529557,-0.00032252567187529557
2019-11-12,0.0,0.0,0.0,0.0,0.0,0.0,-9.25027823315272e-05,-9.25027823315272e-05,-9.25027823315272e-05,-9.25027823315272e-05,-9.25027823315272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,-0.0005453044781953409,-0.0005453044781953409,-0.0005453044781953409,-0.0005453044781953409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-14,-0.0006512180180477944,-0.0006512180180477944,-0.0006512180180477944,-0.0006512180180477944,-0.0021142846643171787,-0.0021142846643171787,-0.0021142846643172897,-0.0021142846643172897,-0.0021142846643172897,-0.0021142846643172897,-0.0021142846643172897,-0.0021142846643171787,-0.0021142846643171787,-0.0021142846643171787,-0.0021142846643171787,-0.0021142846643171787,-0.0021142846643172897,-0.0021142846643172897,-0.00129118425138941,-0.00129118425138941,-0.00129118425138941
2019-11-15,-0.0022951834639676205,-0.0022951834639676205,-0.0022951834639676205,-0.0022951834639676205,-0.004061253889467209,-0.004061253889467209,-0.004061253889467209,-0.004061253889467209,-0.004061253889467209,-0.004061253889467209,-0.004061253889467209,-0.004061253889467098,-0.004061253889467098,-0.004061253889467098,-0.004061253889467098,-0.004061253889467098,-0.00406125388946732,-0.00406125388946732,-0.0037033200895949525,-0.0037033200895949525,-0.0037033200895949525
2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-22,-0.008644682775865276,-0.008644682775865276,-0.008644682775865276,-0.008644682775865276,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603327,-0.008023820737603216,-0.008023820737603216,-0.00974803546234293,-0.00974803546234293,-0.00974803546234293
2019-11-25,-0.0009566223504924309,-0.0009566223504924309,-0.0009566223504924309,-0.0009566223504924309,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867292,-0.004987964232867181,-0.004987964232867181,-0.004987964232867181,-0.004987964232867181,-0.009952587048451145,-0.009952587048451145,-0.009952587048451145
2019-11-26,0.0,0.0,0.0,0.0,-0.0018284680373171769,-0.0018284680373171769,-0.001828468037317288,-0.001828468037317288,-0.001828468037317288,-0.001828468037317288,-0.001828468037317288,-0.0018284680373171769,-0.0018284680373171769,-0.0018284680373171769,-0.0018284680373170659,-0.0018284680373170659,-0.0018284680373170659,-0.0018284680373170659,-0.00801166415458976,-0.00801166415458976,-0.00801166415458976
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005031792972337024,-0.005031792972337024,-0.005031792972337024
2019-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005373127121274246,-0.0005373127121274246,-0.0005373127121274246
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,-0.001977706579879168,-0.001977706579879168,-0.001977706579879168,-0.001977706579879168,-0.0029686937874721098,-0.0029686937874721098,-0.0029686937874721098,-0.0029686937874721098,-0.0029686937874721098,-0.0029686937874721098,-0.0029686937874721098,-0.002968693787472221,-0.002968693787472221,-0.002968693787472221,-0.0029686937874721098,-0.0029686937874721098,-0.0029686937874719987,-0.0029686937874719987,-0.0025999209780028787,-0.0025999209780028787,-0.0025999209780028787
2019-12-06,0.0,0.0,0.0,0.0,-0.001301884984134749,-0.001301884984134749,-0.00130188498413486,-0.00130188498413486,-0.00130188498413486,-0.00130188498413486,-0.00130188498413486,-0.00130188498413486,-0.00130188498413486,-0.00130188498413486,-0.001301884984134749,-0.001301884984134749,-0.001301884984134749,-0.001301884984134749,-0.004105745425788454,-0.004105745425788454,-0.004105745425788454
2019-12-09,0.0,0.0,0.0,0.0,-0.0007734740451217359,-0.0007734740451217359,-0.000773474045122069,-0.000773474045122069,-0.000773474045122069,-0.000773474045122069,-0.000773474045122069,-0.0007734740451219579,-0.0007734740451219579,-0.0007734740451219579,-0.0007734740451218469,-0.0007734740451218469,-0.0007734740451218469,-0.0007734740451218469,-0.001217558821715925,-0.001217558821715925,-0.001217558821715925
2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,-0.004437051156810812,-0.004437051156810812,-0.004437051156810812,-0.004437051156810812,-0.0011858976873381222,-0.0011858976873381222,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873383442,-0.0011858976873382332,-0.0011858976873382332,-0.0030988487035823464,-0.0030988487035823464,-0.0030988487035823464
2019-12-13,-0.002705527482098402,-0.002705527482098402,-0.002705527482098402,-0.002705527482098402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-16,-0.012897068397465739,-0.012897068397465739,-0.012897068397465739,-0.012897068397465739,-0.010322264376483203,-0.010322264376483203,-0.010322264376483203,-0.010322264376483203,-0.010322264376483203,-0.010322264376483203,-0.010322264376483203,-0.010322264376483092,-0.010322264376483092,-0.010322264376483092,-0.010322264376483203,-0.010322264376483203,-0.010322264376483203,-0.010322264376483203,-0.008361490879381095,-0.008361490879381095,-0.008361490879381095
2019-12-17,-0.010253966874784637,-0.010253966874784637,-0.010253966874784637,-0.010253966874784637,-0.011033860996370493,-0.011033860996370493,-0.011033860996370604,-0.011033860996370604,-0.011033860996370604,-0.011033860996370604,-0.011033860996370604,-0.011033860996370493,-0.011033860996370493,-0.011033860996370493,-0.011033860996370715,-0.011033860996370715,-0.011033860996370715,-0.011033860996370715,-0.010407622350484202,-0.010407622350484202,-0.010407622350484202
2019-12-18,-0.008578427072627903,-0.008578427072627903,-0.008578427072627903,-0.008578427072627903,-0.00906017511096635,-0.00906017511096635,-0.009060175110966462,-0.009060175110966462,-0.009060175110966462,-0.009060175110966462,-0.009060175110966462,-0.009060175110966462,-0.009060175110966462,-0.009060175110966462,-0.009060175110966573,-0.009060175110966573,-0.009060175110966573,-0.009060175110966573,-0.00652901273304507,-0.00652901273304507,-0.00652901273304507
2019-12-19,-0.006145667089753948,-0.006145667089753948,-0.006145667089753948,-0.006145667089753948,-0.007914342502842286,-0.007914342502842286,-0.007914342502842509,-0.007914342502842509,-0.007914342502842509,-0.007914342502842509,-0.007914342502842509,-0.007914342502842509,-0.007914342502842509,-0.007914342502842509,-0.00791434250284273,-0.00791434250284273,-0.007914342502842509,-0.007914342502842509,-0.004186821473592173,-0.004186821473592173,-0.004186821473592173
2019-12-20,-0.0034942492389121727,-0.0034942492389121727,-0.0034942492389121727,-0.0034942492389121727,-0.003083004205947648,-0.003083004205947648,-0.00308300420594787,-0.00308300420594787,-0.00308300420594787,-0.00308300420594787,-0.00308300420594787,-0.00308300420594787,-0.00308300420594787,-0.00308300420594787,-0.003083004205947981,-0.003083004205947981,-0.003083004205947759,-0.003083004205947759,0.0,0.0,0.0
2019-12-23,-0.004766546320437159,-0.004766546320437159,-0.004766546320437159,-0.004766546320437159,-0.0027793552613240013,-0.0027793552613240013,-0.0027793552613242234,-0.0027793552613242234,-0.0027793552613242234,-0.0027793552613242234,-0.0027793552613242234,-0.0027793552613241124,-0.0027793552613241124,-0.0027793552613241124,-0.0027793552613242234,-0.0027793552613242234,-0.0027793552613241124,-0.0027793552613241124,0.0,0.0,0.0
2019-12-24,-0.003047625953660149,-0.003047625953660149,-0.003047625953660149,-0.003047625953660149,-0.0007606737330523305,-0.0007606737330523305,-0.0007606737330525526,-0.0007606737330525526,-0.0007606737330525526,-0.0007606737330525526,-0.0007606737330525526,-0.0007606737330525526,-0.0007606737330525526,-0.0007606737330525526,-0.0007606737330526636,-0.0007606737330526636,-0.0007606737330524416,-0.0007606737330524416,0.0,0.0,0.0
2019-12-25,-0.0023855901726639317,-0.0023855901726639317,-0.0023855901726639317,-0.0023855901726639317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-26,-0.0014093026877758374,-0.0014093026877758374,-0.0014093026877758374,-0.0014093026877758374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,0.0,0.0,0.0,0.0,-0.0001380282032132918,-0.0001380282032132918,-0.00013802820321306974,-0.00013802820321306974,-0.00013802820321306974,-0.00013802820321306974,-0.00013802820321306974,-0.00013802820321318077,-0.00013802820321318077,-0.00013802820321318077,-0.00013802820321306974,-0.00013802820321306974,-0.00013802820321318077,-0.00013802820321318077,-0.0023064300179255204,-0.0023064300179255204,-0.0023064300179255204
2019-12-31,-0.0031610147618238438,-0.0031610147618238438,-0.0031610147618238438,-0.0031610147618238438,-0.003493809412938864,-0.003493809412938864,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938642,-0.003493809412938753,-0.003493809412938753,-0.004748639066618376,-0.004748639066618376,-0.004748639066618376
2020-01-01,-0.009736005227097388,-0.009736005227097388,-0.009736005227097388,-0.009736005227097388,-0.010066604817936642,-0.0070905624902416475,-0.0070905624902415365,-0.0070905624902415365,-0.0070905624902415365,-0.0070905624902415365,-0.0070905624902415365,-0.0070905624902415365,-0.0070905624902415365,-0.0070905624902415365,-0.0070905624902416475,-0.0070905624902416475,-0.006028905812624719,-0.006028905812624719,-0.0072805431989935165,-0.0072805431989935165,-0.0072805431989935165
2020-01-02,-0.00811689507769131,-0.00811689507769131,-0.00811689507769131,-0.00811689507769131,-0.00844803520838222,-0.005709299651358579,-0.005709299651358579,-0.005709299651358579,-0.005709299651358579,-0.005709299651358579,-0.005709299651358579,-0.005709299651358468,-0.005709299651358468,-0.005709299651358468,-0.005709299651358579,-0.005709299651358579,-0.004080995728845793,-0.004080995728845793,-0.005335085980394005,-0.005335085980394005,-0.005335085980394005
2020-01-03,-0.010736007737836006,-0.010736007737836006,-0.010736007737836006,-0.010736007737836006,-0.011066273477881472,-0.005851165808844927,-0.005851165808845149,-0.005851165808845149,-0.005851165808845149,-0.005851165808845149,-0.005851165808845149,-0.005851165808844816,-0.005851165808844816,-0.005851165808844816,-0.005851165808844927,-0.005851165808844927,-0.005177494788186632,-0.005177494788186632,-0.006430204296144826,-0.006430204296144826,-0.006430204296144826
2020-01-06,-0.012767226628038308,-0.012767226628038308,-0.012767226628038308,-0.012767226628038308,-0.013096814245746935,-0.00803915082107065,-0.00803915082107065,-0.00803915082107065,-0.00803915082107065,-0.00803915082107065,-0.00803915082107065,-0.008039150821070429,-0.008039150821070429,-0.008039150821070429,-0.00803915082107054,-0.00803915082107054,-0.008509225551112443,-0.008509225551112443,-0.009757739646539476,-0.009757739646539476,-0.009757739646539476
2020-01-07,-0.012306328063525274,-0.012306328063525274,-0.012306328063525274,-0.012306328063525274,-0.012636069552199314,-0.005548901059354572,-0.005548901059354683,-0.005548901059354683,-0.005548901059354683,-0.005548901059354683,-0.005548901059354683,-0.005548901059354461,-0.005548901059354461,-0.005548901059354461,-0.005548901059354461,-0.005548901059354461,-0.006436473218443428,-0.006436473218443428,-0.0076875973840500045,-0.0076875973840500045,-0.0076875973840500045
2020-01-08,-0.01193407705750904,-0.01193407705750904,-0.01193407705750904,-0.01193407705750904,-0.012263942822164808,-0.004408303965408367,-0.004408303965408478,-0.004408303965408478,-0.004408303965408478,-0.004408303965408478,-0.004408303965408478,-0.004408303965408367,-0.004408303965408367,-0.004408303965408367,-0.004408303965408256,-0.004408303965408256,-0.004095308717943946,-0.004095308717943946,-0.005349380946158777,-0.005349380946158777,-0.005349380946158777
2020-01-09,-0.014089531836566915,-0.014089531836566915,-0.014089531836566915,-0.014089531836566915,-0.014418678002740104,-0.006559577272486905,-0.006559577272487127,-0.006559577272487127,-0.006559577272487127,-0.006559577272487127,-0.006559577272487127,-0.006559577272486905,-0.006559577272486905,-0.006559577272486905,-0.006559577272486683,-0.006559577272486683,-0.005157291745556347,-0.005157291745556347,-0.006410026693774995,-0.006410026693774995,-0.006410026693774995
2020-01-10,-0.013896703217428197,-0.013896703217428197,-0.013896703217428197,-0.013896703217428197,-0.014225913759427278,-0.005035175244932688,-0.00503517524493291,-0.00503517524493291,-0.00503517524493291,-0.00503517524493291,-0.00503517524493291,-0.005035175244932688,-0.005035175244932688,-0.005035175244932688,-0.005035175244932355,-0.005035175244932355,-0.004089271517327964,-0.004089271517327964,-0.005343351347761982,-0.005343351347761982,-0.005343351347761982
2020-01-13,-0.010854664911412182,-0.010854664911412182,-0.010854664911412182,-0.010854664911412182,-0.011184891037764988,-0.002099828838040163,-0.002099828838040274,-0.002099828838040274,-0.002099828838040274,-0.002099828838040274,-0.002099828838040274,-0.002099828838040052,-0.002099828838040052,-0.002099828838040052,-0.00209982883803983,-0.00209982883803983,-0.0002374459474404622,-0.0002374459474404622,-0.0014963761089527017,-0.0014963761089527017,-0.0014963761089527017
2020-01-14,-0.004382277811539437,-0.004382277811539437,-0.004382277811539437,-0.004382277811539437,-0.004714664744039254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,-0.005967727982453486,-0.005967727982453486,-0.005967727982453486,-0.005967727982453486,-0.006299585612484004,-0.0011685577879402276,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,-0.0011685577879401166,0.0,0.0,0.0,0.0,0.0
2020-01-16,-0.0009340200612190097,-0.0009340200612190097,-0.0009340200612190097,-0.0009340200612190097,-0.0012675581944163739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,-4.111757733560317e-05,-4.1117577335714195e-05,-4.1117577335714195e-05,-4.1117577335714195e-05,-4.1117577335714195e-05,-4.1117577335714195e-05,-4.1117577335714195e-05,-4.1117577335714195e-05,-4.1117577335714195e-05,-4.111757733582522e-05,-4.111757733582522e-05,0.0,0.0,0.0,0.0,0.0
2020-01-20,-0.0028246513069485335,-0.0028246513069485335,-0.0028246513069485335,-0.0028246513069485335,-0.0028246513069486445,-0.001751776447053932,-0.00175177644705371,-0.00175177644705371,-0.00175177644705371,-0.00175177644705371,-0.00175177644705371,-0.001751776447053932,-0.001751776447053932,-0.001751776447053932,-0.001751776447053932,-0.001751776447053932,-0.0020294585792993702,-0.0020294585792993702,-0.0020294585792994813,-0.0020294585792994813,-0.0020294585792994813
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
