rebalance_date,variant,change_type,ticker,selected_tickers,added_tickers,removed_tickers,date,market,total_holdings,us_holdings,jp_holdings,base_score,residual_score,final_score,residual_weight,base_weight,stock_return_3m,stock_return_6m,stock_return_12m,benchmark_return_3m,benchmark_return_6m,benchmark_return_12m,residual_return_3m,residual_return_6m,residual_return_12m,benchmark_used,residual_method,selected_flag,weight
2019-03-29,Residual_100_N12,added,US6,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;JP7.T;US0;US1;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;JP7.T;US0;US1;US3;US4;US6;US7,,2019-03-29,US,12,6,6,0.75,0.5,0.5,1.0,0.0,-0.020347656855118523,-0.01592593129611397,0.11394548065744603,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.0023338817683911106,0.07509080589419348,0.19006903958870258,SPY,simple,True,0.08185228973375137
2019-03-29,Residual_100_N12,added,US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;JP7.T;US0;US1;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;JP7.T;US0;US1;US3;US4;US6;US7,,2019-03-29,US,12,6,6,0.875,0.875,0.875,1.0,0.0,0.037100968468310125,0.05605011578081087,0.21072244601706847,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.05978250709181976,0.14706685297111832,0.286846004948325,SPY,simple,True,0.08150273629632893
2019-03-29,Residual_100_N20,added,JP0.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,0.875,1.0,1.0,1.0,0.0,0.2256054630788502,0.417231317652379,0.7698759619511526,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.14394164162544443,0.2525797491853363,0.6310912021044677,1306.T,simple,True,0.06301553905442127
2019-03-29,Residual_100_N20,added,JP1.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,0.5,0.5,0.5,1.0,0.0,-0.06066956433853943,0.08512921247103389,0.21657485335771653,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.1423333857919452,-0.07952235599600876,0.07779009351103161,1306.T,simple,True,0.05959808089154203
2019-03-29,Residual_100_N20,added,JP2.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,0.125,0.125,0.125,1.0,0.0,-0.007889071809427994,-0.04047909870390243,-0.0811848829484132,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.08955289326283378,-0.20513066717094508,-0.21996964279509812,1306.T,simple,True,0.05979682686791697
2019-03-29,Residual_100_N20,added,JP3.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,1.0,0.875,0.875,1.0,0.0,0.14729372446820133,0.2092289862694976,0.5771952591396889,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.06562990301479554,0.044577417802454944,0.438410499293004,1306.T,simple,True,0.06953342427210571
2019-03-29,Residual_100_N20,added,JP4.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,0.625,0.625,0.625,1.0,0.0,0.2937840170359771,0.20583321194289184,0.19580216673579054,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.21212019558257134,0.04118164347584918,0.057017406889105615,1306.T,simple,True,0.06247656247392843
2019-03-29,Residual_100_N20,added,JP5.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,0.75,0.25,0.25,1.0,0.0,-0.035631340069168016,0.054720704753499216,0.16296395942189057,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.1172951615225738,-0.10993086371354344,0.024179199575205645,1306.T,simple,True,0.06591119918546007
2019-03-29,Residual_100_N20,added,JP6.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,0.25,0.75,0.75,1.0,0.0,0.1136969830573038,0.3115037251541861,0.39010233056682897,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.03203316160389802,0.14685215668714346,0.25131757072014405,1306.T,simple,True,0.05693498867897252
2019-03-29,Residual_100_N20,added,JP7.T,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,JP,20,10,10,0.375,0.375,0.375,1.0,0.0,-0.0420709501279809,0.11986524574910296,0.12314394998930611,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.12373477158138668,-0.0447863227179397,-0.015640809857378812,1306.T,simple,True,0.06798270893222841
2019-03-29,Residual_100_N20,added,US0,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,0.5,0.75,0.75,1.0,0.0,0.1596990738681816,0.0890847456007493,0.03007220140131106,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.18238061249169124,0.18010148279105676,0.10619576033256761,SPY,simple,True,0.06364785652378885
2019-03-29,Residual_100_N20,added,US1,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,0.375,0.375,0.375,1.0,0.0,-0.09627588422363598,0.09263198696465635,0.05281205679537293,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,-0.07359434560012634,0.1836487241549638,0.12893561572662948,SPY,simple,True,0.0579456729198432
2019-03-29,Residual_100_N20,added,US2,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,0.25,0.125,0.125,1.0,0.0,-0.0016779547925612759,-0.031878793341802214,-0.10915336629215211,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.021003583830948358,0.05913794384850524,-0.03302980736089556,SPY,simple,True,0.06272541520444237
2019-03-29,Residual_100_N20,added,US3,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,1.0,1.0,1.0,1.0,0.0,-0.09965104748495468,-0.022217507582465212,0.3740394337436117,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,-0.07696950886144505,0.06879922960784224,0.45016299267486826,SPY,simple,True,0.06228698699070035
2019-03-29,Residual_100_N20,added,US4,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,0.625,0.625,0.625,1.0,0.0,-0.012446737105199168,-0.09487848332945648,0.2080070323067491,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.010234801518310466,-0.003861746139149025,0.28413059123800566,SPY,simple,True,0.06388162709838548
2019-03-29,Residual_100_N20,added,US5,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,0.125,0.25,0.25,1.0,0.0,-0.10996569064934736,-0.05988968752676738,-0.005421302331070854,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,-0.08728415202583772,0.031127049663540074,0.0707022566001857,SPY,simple,True,0.06178204158990286
2019-03-29,Residual_100_N20,added,US6,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,0.75,0.5,0.5,1.0,0.0,-0.020347656855118523,-0.01592593129611397,0.11394548065744603,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.0023338817683911106,0.07509080589419348,0.19006903958870258,SPY,simple,True,0.06137157953582911
2019-03-29,Residual_100_N20,added,US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,JP0.T;JP1.T;JP2.T;JP3.T;JP4.T;JP5.T;JP6.T;JP7.T;US0;US1;US2;US3;US4;US5;US6;US7,,2019-03-29,US,20,10,10,0.875,0.875,0.875,1.0,0.0,0.037100968468310125,0.05605011578081087,0.21072244601706847,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.05978250709181976,0.14706685297111832,0.286846004948325,SPY,simple,True,0.0611094897805324
2019-03-29,Residual_100_N8,added,JP0.T,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,JP,8,4,4,0.875,1.0,1.0,1.0,0.0,0.2256054630788502,0.417231317652379,0.7698759619511526,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.14394164162544443,0.2525797491853363,0.6310912021044677,1306.T,simple,True,0.12530768315126395
2019-03-29,Residual_100_N8,added,JP3.T,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,JP,8,4,4,1.0,0.875,0.875,1.0,0.0,0.14729372446820133,0.2092289862694976,0.5771952591396889,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.06562990301479554,0.044577417802454944,0.438410499293004,1306.T,simple,True,0.13826863068784787
2019-03-29,Residual_100_N8,added,JP4.T,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,JP,8,4,4,0.625,0.625,0.625,1.0,0.0,0.2937840170359771,0.20583321194289184,0.19580216673579054,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.21212019558257134,0.04118164347584918,0.057017406889105615,1306.T,simple,True,0.12423591724101726
2019-03-29,Residual_100_N8,added,JP6.T,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,JP,8,4,4,0.25,0.75,0.75,1.0,0.0,0.1136969830573038,0.3115037251541861,0.39010233056682897,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.03203316160389802,0.14685215668714346,0.25131757072014405,1306.T,simple,True,0.11321638485777467
2019-03-29,Residual_100_N8,added,US0,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,US,8,4,4,0.5,0.75,0.75,1.0,0.0,0.1596990738681816,0.0890847456007493,0.03007220140131106,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.18238061249169124,0.18010148279105676,0.10619576033256761,SPY,simple,True,0.12656505932056236
2019-03-29,Residual_100_N8,added,US3,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,US,8,4,4,1.0,1.0,1.0,1.0,0.0,-0.09965104748495468,-0.022217507582465212,0.3740394337436117,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,-0.07696950886144505,0.06879922960784224,0.45016299267486826,SPY,simple,True,0.12385894253061962
2019-03-29,Residual_100_N8,added,US4,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,US,8,4,4,0.625,0.625,0.625,1.0,0.0,-0.012446737105199168,-0.09487848332945648,0.2080070323067491,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.010234801518310466,-0.003861746139149025,0.28413059123800566,SPY,simple,True,0.12702991687048104
2019-03-29,Residual_100_N8,added,US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,JP0.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US7,,2019-03-29,US,8,4,4,0.875,0.875,0.875,1.0,0.0,0.037100968468310125,0.05605011578081087,0.21072244601706847,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.05978250709181976,0.14706685297111832,0.286846004948325,SPY,simple,True,0.12151746534043328
2019-03-29,Residual_60_N10,added,JP0.T,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,JP,10,5,5,0.875,1.0,0.95,0.6,0.4,0.2256054630788502,0.417231317652379,0.7698759619511526,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.14394164162544443,0.2525797491853363,0.6310912021044677,1306.T,simple,True,0.10100972882810157
2019-03-29,Residual_60_N10,added,JP1.T,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,JP,10,5,5,0.5,0.5,0.5,0.6,0.4,-0.06066956433853943,0.08512921247103389,0.21657485335771653,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.1423333857919452,-0.07952235599600876,0.07779009351103161,1306.T,simple,True,0.09553177009770498
2019-03-29,Residual_60_N10,added,JP3.T,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,JP,10,5,5,1.0,0.875,0.925,0.6,0.4,0.14729372446820133,0.2092289862694976,0.5771952591396889,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.06562990301479554,0.044577417802454944,0.438410499293004,1306.T,simple,True,0.11145746645361672
2019-03-29,Residual_60_N10,added,JP4.T,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,JP,10,5,5,0.625,0.625,0.625,0.6,0.4,0.2937840170359771,0.20583321194289184,0.19580216673579054,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.21212019558257134,0.04118164347584918,0.057017406889105615,1306.T,simple,True,0.10014578512378347
2019-03-29,Residual_60_N10,added,JP6.T,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,JP,10,5,5,0.25,0.75,0.5499999999999999,0.6,0.4,0.1136969830573038,0.3115037251541861,0.39010233056682897,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.03203316160389802,0.14685215668714346,0.25131757072014405,1306.T,simple,True,0.0912630099431094
2019-03-29,Residual_60_N10,added,US0,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,US,10,5,5,0.5,0.75,0.6499999999999999,0.6,0.4,0.1596990738681816,0.0890847456007493,0.03007220140131106,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.18238061249169124,0.18010148279105676,0.10619576033256761,SPY,simple,True,0.10202329178531014
2019-03-29,Residual_60_N10,added,US3,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,US,10,5,5,1.0,1.0,1.0,0.6,0.4,-0.09965104748495468,-0.022217507582465212,0.3740394337436117,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,-0.07696950886144505,0.06879922960784224,0.45016299267486826,SPY,simple,True,0.09984190820008078
2019-03-29,Residual_60_N10,added,US4,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,US,10,5,5,0.625,0.625,0.625,0.6,0.4,-0.012446737105199168,-0.09487848332945648,0.2080070323067491,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.010234801518310466,-0.003861746139149025,0.28413059123800566,SPY,simple,True,0.10239801050869679
2019-03-29,Residual_60_N10,added,US6,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,US,10,5,5,0.75,0.5,0.6000000000000001,0.6,0.4,-0.020347656855118523,-0.01592593129611397,0.11394548065744603,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.0023338817683911106,0.07509080589419348,0.19006903958870258,SPY,simple,True,0.09837457077551455
2019-03-29,Residual_60_N10,added,US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP6.T;US0;US3;US4;US6;US7,,2019-03-29,US,10,5,5,0.875,0.875,0.875,0.6,0.4,0.037100968468310125,0.05605011578081087,0.21072244601706847,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.05978250709181976,0.14706685297111832,0.286846004948325,SPY,simple,True,0.09795445828408159
2019-03-29,Residual_60_N12,added,JP0.T,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,,2019-03-29,JP,12,6,6,0.875,1.0,0.95,0.6,0.4,0.2256054630788502,0.417231317652379,0.7698759619511526,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.14394164162544443,0.2525797491853363,0.6310912021044677,1306.T,simple,True,0.08427770873356744
2019-03-29,Residual_60_N12,added,JP1.T,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,,2019-03-29,JP,12,6,6,0.5,0.5,0.5,0.6,0.4,-0.06066956433853943,0.08512921247103389,0.21657485335771653,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.1423333857919452,-0.07952235599600876,0.07779009351103161,1306.T,simple,True,0.07970716077060302
2019-03-29,Residual_60_N12,added,JP3.T,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,,2019-03-29,JP,12,6,6,1.0,0.875,0.925,0.6,0.4,0.14729372446820133,0.2092289862694976,0.5771952591396889,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.06562990301479554,0.044577417802454944,0.438410499293004,1306.T,simple,True,0.09299480359901702
2019-03-29,Residual_60_N12,added,JP4.T,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,JP0.T;JP1.T;JP3.T;JP4.T;JP5.T;JP6.T;US0;US1;US3;US4;US6;US7,,2019-03-29,JP,12,6,6,0.625,0.625,0.625,0.6,0.4,0.2937840170359771,0.20583321194289184,0.19580216673579054,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.21212019558257134,0.04118164347584918,0.057017406889105615,1306.T,simple,True,0.08355687523842331
