,Alpha_Always_Only,MAX_CAGR_MDD25_Core_Only,MAX_CAGR_MDD25_Core90_Alpha10,MAX_CAGR_MDD25_Core85_Alpha15,MAX_CAGR_MDD25_Core80_Alpha20,MAX_CAGR_MDD25_Core85_AlphaRegime15,ROBUST_MEDIAN_Core_Only,ROBUST_MEDIAN_Core90_Alpha10,ROBUST_MEDIAN_Core85_Alpha15,ROBUST_MEDIAN_Core80_Alpha20,ROBUST_MEDIAN_Core85_AlphaRegime15,SPY,QQQ,VT
2019-02-26,0.0,-0.007013785441851161,-0.006292087865689022,-0.0059329202765759925,-0.005574875393341339,-0.0059329202765759925,-0.005736512065525057,-0.005151315180333849,-0.004859672762792422,-0.004568668658910036,-0.004859672762792422,-0.1139662445937546,-0.08952911189211821,-0.03349706107325301
2019-02-27,0.0,-0.009982025472106804,-0.00896544546516198,-0.008458670591338757,-0.007952908376015033,-0.008458670591338757,-0.007470839290069864,-0.006713128383162736,-0.006335150978885928,-0.005957760125355205,-0.006335150978885928,-0.12624609196872905,-0.08794430416940024,-0.03957689834211342
2019-02-28,0.0,-0.007065361930691183,-0.006337752852423328,-0.005975691855855336,-0.005614795203969347,-0.005975691855855336,-0.003910450181311975,-0.0035063319386707814,-0.0033053573976797868,-0.00310510667830588,-0.0033053573976797868,-0.11609416637166214,-0.0743546727209703,-0.041315508417445024
2019-03-01,0.0,-0.008862809902283386,-0.007956641457871116,-0.007505199309520205,-0.007054854278002565,-0.007505199309520205,-0.004696599436411986,-0.004214153318285563,-0.003973990191125654,-0.003734534566945613,-0.003973990191125654,-0.12301203122193893,-0.064883085290659,-0.05207175116052187
2019-03-04,0.0,-0.011202821677947838,-0.010064577521350593,-0.00949693376615146,-0.008930278472991549,-0.00949693376615146,-0.005902011907857996,-0.0052995504042594455,-0.004999334671425992,-0.004699796669917378,-0.004999334671425992,-0.12361855714521341,-0.060132808130434645,-0.0640217582466116
2019-03-05,0.0,-0.011249739526744573,-0.010106852193386251,-0.009536882739506258,-0.00896789901670747,-0.009536882739506258,-0.005777332891909626,-0.0051872712856675385,-0.004893261276739502,-0.004599932832419662,-0.004893261276739502,-0.10280778491012299,-0.04554680369693165,-0.06479530053344529
2019-03-06,0.0,-0.008253764815532527,-0.0074073582356400935,-0.006985892681877104,-0.006565587952941931,-0.006985892681877104,-0.003679088225791882,-0.0032977303269061675,-0.003108167399434869,-0.0029193492362619144,-0.003108167399434869,-0.09564506048380095,-0.04493483315435021,-0.0533884817162148
2019-03-07,0.0,-0.01775141426226734,-0.01596253793624114,-0.015069215430698168,-0.014176641231861464,-0.015069215430698168,-0.010275962607660283,-0.009237189824652714,-0.00871872379458849,-0.00820087306975592,-0.00871872379458849,-0.11833513488839675,-0.055813396417407235,-0.07641405853031724
2019-03-08,0.0,-0.02196371940091757,-0.01976051688620928,-0.018659451859136644,-0.017558749476341395,-0.018659451859136644,-0.015233287830515918,-0.013703465225542333,-0.012939080141051607,-0.012175048207214823,-0.012939080141051607,-0.10258275812385431,-0.05937884006444316,-0.08051236737875145
2019-03-11,0.0,-0.021440303395607097,-0.019288381301661883,-0.01821304516054645,-0.017138130744703828,-0.01821304516054645,-0.014910105890548864,-0.013412149626429448,-0.012663735513584795,-0.011915699729795115,-0.012663735513584795,-0.10063706098916392,-0.05967784281470645,-0.07726986320424423
2019-03-12,0.0,-0.015180128985337826,-0.013641834422120858,-0.012874347936966735,-0.012107973263996485,-0.012874347936966735,-0.011061118795257618,-0.009942793647396808,-0.009384635931984242,-0.00882715015190072,-0.009384635931984242,-0.09630829228278626,-0.06505896253283705,-0.06508605981199678
2019-03-13,0.0,-0.0060117598637804415,-0.0053774132697668175,-0.005062987990070877,-0.004750397309297494,-0.005062987990070877,-0.004992282303859397,-0.004474664246266857,-0.004217380030779094,-0.00396111357490736,-0.004217380030779094,-0.09266810207622878,-0.05780310338171457,-0.044434548544947994
2019-03-14,0.0,-0.005711157032106562,-0.005106698065551418,-0.00480723169395969,-0.004509609874025378,-0.00480723169395969,-0.0034273109467266583,-0.003065457315263642,-0.002886118410495353,-0.002707839012209612,-0.002886118410495353,-0.08232932146874983,-0.0467752151494798,-0.04714835583855459
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08286774184308177,-0.0660010980567004,-0.024081088631561443
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09869576003285696,-0.06724764202917055,-0.018485984821965395
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09485497394828357,-0.0988134616600519,-0.008601040886878075
2019-03-20,0.0,-0.002616879131390082,-0.002355191218251229,-0.002224347261681414,-0.0020935033051121543,-0.002224347261681414,-0.0006771897784473291,-0.0006094708006026961,-0.0005756113116802686,-0.0005417518227578411,-0.0005756113116802686,-0.10941070525115926,-0.0994340595010963,-0.02095019572025325
2019-03-21,0.0,-0.0014980192563704975,-0.001347953126447754,-0.001272942078509809,-0.0011979457085882217,-0.001272942078509809,0.0,0.0,0.0,0.0,0.0,-0.08944670615339445,-0.10017493910461339,-0.015362731970289256
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09305959846849832,-0.080412789085473,-0.00441543358853691
2019-03-25,0.0,-0.00592843283005029,-0.005335589547045161,-0.005039167905542596,-0.004742746264040143,-0.005039167905542596,-0.003764597197415731,-0.0033881374776740802,-0.0031999076178033103,-0.0030116777579324294,-0.0031999076178033103,-0.09328710877841473,-0.06359322690185298,-0.01237031073312711
2019-03-26,0.0,-0.018203152370952047,-0.01638942547894562,-0.015482013004185169,-0.01457423451025297,-0.015482013004185169,-0.010526054632557402,-0.009475748700845776,-0.008950404107361032,-0.008424931762124,-0.008950404107361032,-0.10028005442221355,-0.052669362198985326,-0.04253371725283717
2019-03-27,0.0,-0.01964321860615137,-0.01768787937227012,-0.016709461887604027,-0.01573054571708088,-0.016709461887604027,-0.012049782217929406,-0.01084855919219374,-0.010247634997151311,-0.009646502307980143,-0.010247634997151311,-0.09627640881508104,-0.06313301926679538,-0.040580330821250565
2019-03-28,0.0,-0.019727293762224263,-0.017763697933205647,-0.01678113962878136,-0.015798074281829666,-0.01678113962878136,-0.011156538099681979,-0.01004366202066731,-0.009486992514108672,-0.008930168694503249,-0.009486992514108672,-0.09099923343964578,-0.07412316712249689,-0.042812424117349535
2019-03-29,0.0,-0.013703329326751779,-0.01233126993443956,-0.011645380877107536,-0.010959586085536488,-0.011645380877107536,-0.006008487326628509,-0.0054052019219305025,-0.00510376126182166,-0.004802455455526267,-0.00510376126182166,-0.09803879927402526,-0.0858464369973182,-0.02700357270401521
2019-04-01,-0.0009178501817176388,-0.014717751231830056,-0.01333617290787914,-0.012645512854407515,-0.011954939381382257,-0.012645512854407515,-0.007195471967349265,-0.00656542537741911,-0.006250591389783344,-0.005935883773283135,-0.006250591389783344,-0.09278608578399672,-0.06856353750357858,-0.033026906125328104
2019-04-02,-0.003713542925834923,-0.018737717856333047,-0.017235310347964772,-0.01648410238706166,-0.015732892149911915,-0.01648410238706166,-0.00970770000069765,-0.009105854405982883,-0.00880513308500619,-0.008504546240676536,-0.00880513308500619,-0.09171247582444564,-0.07830656039966877,-0.04093336866227115
2019-04-03,0.0,-0.02291534772882997,-0.02052275665574932,-0.019325428935630273,-0.018127413614956178,-0.019325428935630273,-0.012165506204589671,-0.010837091544907751,-0.01017275375740967,-0.009508329354419587,-0.01017275375740967,-0.09242105181222082,-0.0821850121377109,-0.05408425515187387
2019-04-04,-0.0024796199521592843,-0.026347008832955265,-0.023861687590961744,-0.02261781297127763,-0.021373129397140644,-0.02261781297127763,-0.015379544124757394,-0.013978890422111201,-0.013278356407983583,-0.01257768462703146,-0.013278356407983583,-0.10023635950726972,-0.0916692140630545,-0.060974634125415816
2019-04-05,-0.0030538642695753238,-0.0119320913138663,-0.010911339721867974,-0.010402601695158498,-0.009894958386693964,-0.010402601695158498,-0.004504780461268454,-0.004234442850819864,-0.004100285656721825,-0.003966803535706109,-0.004100285656721825,-0.07455494097238946,-0.10491333672973269,-0.030194102971543235
2019-04-08,0.0,-0.018920870154886638,-0.01668084282671689,-0.015561509075090685,-0.014442634165132806,-0.015561509075090685,-0.008451895406596743,-0.0072573583439843325,-0.0066609104232852046,-0.006065011493913031,-0.0066609104232852046,-0.06097860006604727,-0.10096502362726945,-0.048246433082327345
2019-04-09,-0.00368124324192598,-0.02589778459309755,-0.023336386418993382,-0.022055786473997085,-0.020775258465599244,-0.022055786473997085,-0.014411843159955029,-0.012993226093330201,-0.012284524823721776,-0.011576230558421163,-0.012284524823721776,-0.05238469366753096,-0.09893980995938068,-0.06314113062239546
2019-04-10,-0.0024345638640299594,-0.02610448631347173,-0.023400698618698756,-0.022048622771927318,-0.020696431453943287,-0.022048622771927318,-0.014179493122750686,-0.012660307325117137,-0.011901213876197247,-0.011142455638889381,-0.011901213876197247,-0.039132586671099756,-0.122315356289733,-0.0635173279377329
2019-04-11,-0.006911788025982579,-0.016233147729913133,-0.014930141525036023,-0.014281420508835185,-0.013634560475649704,-0.014281420508835185,-0.007084432078102609,-0.006708044957288606,-0.006521684972399133,-0.006336548848952073,-0.006521684972399133,-0.035311420936537274,-0.1355667083883062,-0.04082282986756214
2019-04-12,-0.0061062578882229435,-0.010654334693516732,-0.009822656916603223,-0.009410088782826898,-0.00899970563774477,-0.009410088782826898,-0.001565032490685958,-0.0016581327604813234,-0.001706659378965636,-0.0017565039770610635,-0.001706659378965636,-0.03899141063919709,-0.1325599560435704,-0.032007491176675784
2019-04-15,-0.009921272869060083,-0.00504239631061032,-0.005147741519087701,-0.0052042920105916934,-0.005263428115079849,-0.0052042920105916934,0.0,0.0,-0.00011290555785525846,-0.00048197005851580155,-0.00011290555785525846,-0.06864867941327724,-0.1329559091585366,-0.013560207612308028
2019-04-16,-0.008911148976888938,-0.006417794706448432,-0.0062839696051425475,-0.006220949961441846,-0.006160527185806619,-0.006220949961441846,-0.00010973476174613861,0.0,-5.314994812533058e-05,-0.00036576469613647244,-5.314994812533058e-05,-0.08183352108318986,-0.1367635416190397,-0.017862159486015217
2019-04-17,-0.008650770292581544,-0.012418090868076992,-0.011658856620228364,-0.011283049323455696,-0.010909786771546415,-0.011283049323455696,-0.003925558177594102,-0.003408345989271866,-0.003257377523313787,-0.0033651170257997798,-0.003257377523313787,-0.057317975905277097,-0.13010998321496703,-0.03386806057849534
2019-04-18,-0.0053769814983511965,-0.014731152353234078,-0.013415826868891756,-0.012761646843875818,-0.01210979635177356,-0.012761646843875818,-0.006938126835247305,-0.0057919555163247205,-0.005326038669332345,-0.005118279187638075,-0.005326038669332345,-0.04374803244928804,-0.14469306693593598,-0.038821802680305106
2019-04-19,-0.0065466008191571445,-0.013862208665978759,-0.012748750131427289,-0.012195708586236753,-0.011645132291944194,-0.012195708586236753,-0.005508387113452362,-0.004620617742025712,-0.004284238965584386,-0.00420637604859142,-0.004284238965584386,-0.041068861536162404,-0.1504298716869661,-0.040019108344194976
2019-04-22,-0.009331359856388222,-0.01644012326946287,-0.015348230323087408,-0.014805977606906384,-0.014266194054042391,-0.014805977606906384,-0.008544595827845058,-0.007634660707567575,-0.007286858228398585,-0.007196786867854854,-0.007286858228398585,-0.058702889850759,-0.144781547771209,-0.03965281777218743
2019-04-23,-0.010389396397453399,-0.017132346492950146,-0.01607708389570639,-0.015553173378428209,-0.015031749856147525,-0.015553173378428209,-0.009401329508433198,-0.008512413543629416,-0.00817503867577507,-0.008095168798314956,-0.00817503867577507,-0.05115435369530541,-0.1510711352762999,-0.04187615566091685
2019-04-24,-0.014306644003856617,-0.016588356736318532,-0.015976440824181037,-0.01567456027924119,-0.015375402241885161,-0.01567456027924119,-0.009890801470298971,-0.009345801355617467,-0.009180506814108091,-0.009272528487976994,-0.009180506814108091,-0.05396496274123441,-0.14753175737578472,-0.03481879821237477
2019-04-25,-0.0055346614371419856,-0.01690337285315624,-0.015384419488679413,-0.01462860142734268,-0.01387523169885263,-0.01462860142734268,-0.009742043186404814,-0.00833023214504125,-0.007731331321496282,-0.007390091011353572,-0.007731331321496282,-0.04565513426241252,-0.15883216975066217,-0.04278994923539514
2019-04-26,-0.0006955045848611174,-0.01828213952386115,-0.016148104049268364,-0.015084029117875764,-0.014021928365860914,-0.015084029117875764,-0.010132238302579477,-0.008199353085115435,-0.007339400466268575,-0.0067369628698705775,-0.007339400466268575,-0.0579558996984586,-0.16676559015178338,-0.05314406531854676
2019-04-29,-0.0006646716708249567,-0.0220025515012382,-0.019500717826132052,-0.01825212283940636,-0.01700508952385138,-0.01825212283940636,-0.01237448246360695,-0.010218253218182038,-0.009246091190555084,-0.008530781667516085,-0.009246091190555084,-0.06313171716653887,-0.18406178661082273,-0.06649947436232984
2019-04-30,-0.0005030148405305024,-0.019613991797989616,-0.017329653912687704,-0.016190239610655688,-0.015052674827665369,-0.016190239610655688,-0.009908649938257685,-0.007978147638615374,-0.007119454113201584,-0.006518361431337549,-0.007119454113201584,-0.05277746638364389,-0.2036306271679892,-0.06396596096382268
2019-05-01,-0.00387683958156948,-0.01649866925206933,-0.014851033283838633,-0.01403109871024033,-0.01321376378650807,-0.01403109871024033,-0.00593777280239649,-0.0047322491877207495,-0.004237423731142886,-0.004001485964287621,-0.004237423731142886,-0.030250486953880884,-0.20784130149023727,-0.06254303473275713
2019-05-02,-0.00818985213222534,-0.010080460998630691,-0.009491518464074922,-0.009202291091461312,-0.008916564783843395,-0.009202291091461312,-0.0010905767645771336,-0.0007954131515869323,-0.0007569773102481525,-0.0009786704061325313,-0.0007569773102481525,-0.03752650959369763,-0.20322523368029222,-0.049946854940094765
2019-05-03,-0.0039047429474968753,-0.0034365345741740327,-0.003080478685024146,-0.002907833565197415,-0.002738780490616044,-0.002907833565197415,0.0,0.0,0.0,0.0,0.0,-0.04865080817404299,-0.20399580752990154,-0.031903465484150795
2019-05-06,0.0,-0.006099315126438576,-0.004808476270345752,-0.0041681822106068855,-0.0035313152923188706,-0.0041681822106068855,-0.0009277056541729944,-0.00016350562158129467,0.0,0.0,0.0,-0.036544971489485434,-0.1925041858090647,-0.04559003640911019
2019-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05065071251906472,-0.19597185225321545,-0.045081906257663285
2019-05-08,-0.0006944674500551917,-0.0021548125657797623,-0.002008778054207294,-0.00193576079842106,-0.001862743542634826,-0.00193576079842106,-0.0004911855873560578,-0.0005115137736260156,-0.000521677866760939,-0.0005318419598959734,-0.000521677866760939,-0.06374256796751454,-0.21584821203961835,-0.04719402526731353
2019-05-09,-5.693339142998077e-05,-0.012407377750625392,-0.011173767580120342,-0.01055684297275028,-0.009939838683968194,-0.01055684297275028,-0.008474160756983817,-0.00763228022516349,-0.007211353108858565,-0.006790434758957464,-0.007211353108858565,-0.06040239916110424,-0.2122798080027959,-0.06436958886230681
2019-05-10,-0.008735914725147453,-0.01766245703457836,-0.016767495987042524,-0.016320207356800842,-0.015873046709096506,-0.016320207356800842,-0.012820151649579614,-0.012408316226032223,-0.012202682873204584,-0.011997239085475231,-0.012202682873204584,-0.036232652472859006,-0.22209018142531012,-0.07004841910672355
2019-05-13,-0.006524481056123577,-0.008533714737530507,-0.008324791249671337,-0.008220996992305718,-0.00811764759923872,-0.008220996992305718,-0.006679469492316126,-0.006659072588313442,-0.006649283320422361,-0.006639766683104842,-0.006649283320422361,-0.045646175287330615,-0.2205947172729995,-0.05216358388108844
2019-05-14,-0.004540042050061532,-0.012425508330711987,-0.01163005926667382,-0.011232907388831315,-0.010836137681158431,-0.011232907388831315,-0.010091005857131408,-0.0095311013477406,-0.009251548895602646,-0.008972263116398094,-0.009251548895602646,-0.04951971780351194,-0.24136908028250348,-0.05909752063510598
2019-05-15,0.0,-0.01422240055359092,-0.012401718691504415,-0.011491330553888623,-0.010580912139180776,-0.011491330553888623,-0.01034748432548871,-0.008913417956087688,-0.008196414320453926,-0.007479430992853198,-0.008196414320453926,-0.04789715329647981,-0.24355880377036576,-0.06784261342506115
2019-05-16,0.0,-0.014746125033051505,-0.012704125517122522,-0.011682771217503052,-0.010661181736473013,-0.011682771217503052,-0.011529325747452912,-0.009808200962997615,-0.008947354716611566,-0.008086319853882529,-0.008947354716611566,-0.052932415996602034,-0.23684046281475712,-0.06819176452464015
2019-05-17,-0.005738696453638115,-0.009600689059303336,-0.008630214463603236,-0.00814630005414596,-0.007663269271709128,-0.00814630005414596,-0.00702196515832243,-0.0063127540561545015,-0.005959193187103362,-0.005606329783826913,-0.005959193187103362,-0.07245766009383459,-0.23119077163761514,-0.05770599900926343
2019-05-20,-0.0036382353784618626,-0.009973475474658766,-0.00875661574560993,-0.008149327603210965,-0.007542802749546995,-0.008149327603210965,-0.006549490305662764,-0.005677298147164778,-0.005242160442428978,-0.004807662893920206,-0.005242160442428978,-0.0631418072373684,-0.23318623796118143,-0.060910106546089526
