,Baseline,Residual_05,Residual_10,Residual_15,Residual_20,Residual_25,Residual_30,Residual_40
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-15,-0.0018423380183184568,-0.0018423380183184568,-0.0018423380183184568,-0.0018423380183184568,-0.0018423380183184568,-0.0018423380183184568,-0.0018423380183184568,-0.002231616741806275
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,-0.0007177013945102173,-0.0007177013945102173,-0.0007177013945102173,-0.0007177013945102173,-0.0007177013945101063,-0.0007177013945102173,-0.0007177013945101063,-0.0021110735938484337
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,-0.007266290179934409,-0.007266290179934409,-0.007266290179934409,-0.00726629017993452,-0.007266290179934409,-0.00726629017993452,-0.00726629017993452,-0.006180523440984631
2022-02-23,-0.010089682176194992,-0.010089682176194992,-0.010089682176194992,-0.010089682176195103,-0.010089682176194992,-0.010089682176194992,-0.010089682176195103,-0.007099250160620851
2022-02-24,-0.011904161967928317,-0.011904161967928317,-0.011904161967928317,-0.011904161967928428,-0.01190416196792854,-0.011904161967928428,-0.011904161967928428,-0.009100430373770951
2022-02-25,-0.011670798974521057,-0.011670798974521057,-0.011670798974521057,-0.011670798974521057,-0.011670798974521168,-0.011670798974521057,-0.011670798974521057,-0.009284615123443474
2022-02-28,-0.012678169424451435,-0.012678169424451435,-0.012678169424451435,-0.012678169424451546,-0.012678169424451657,-0.012678169424451546,-0.012678169424451546,-0.011614973835425424
2022-03-01,-0.00856716849751571,-0.00856716849751571,-0.00856716849751571,-0.00856716849751582,-0.008567168497515931,-0.008567168497515931,-0.00856716849751582,-0.009398919273234885
2022-03-02,-0.011573874926851913,-0.011573874926851913,-0.011573874926851913,-0.011573874926851913,-0.011573874926852135,-0.011573874926852135,-0.011573874926852024,-0.01447841750916734
2022-03-03,-0.02045126786505369,-0.02045126786505369,-0.02045126786505369,-0.02045126786505369,-0.020451267865053913,-0.020451267865053913,-0.0204512678650538,-0.021700396101329567
2022-03-04,-0.020912256447829236,-0.020912256447829236,-0.020912256447829236,-0.020912256447829347,-0.020912256447829458,-0.020912256447829458,-0.020912256447829347,-0.022338299936835337
2022-03-07,-0.027326694869028167,-0.027326694869028167,-0.027326694869028167,-0.027326694869028167,-0.02732669486902839,-0.02732669486902839,-0.02732669486902828,-0.027865917092811054
2022-03-08,-0.03210459958322931,-0.03210459958322931,-0.03210459958322931,-0.03210459958322942,-0.03210459958322964,-0.03210459958322964,-0.03210459958322942,-0.03069966894239573
2022-03-09,-0.03009712352215299,-0.03009712352215299,-0.03009712352215299,-0.030097123522153102,-0.030097123522153435,-0.030097123522153324,-0.030097123522153213,-0.028635195938111035
2022-03-10,-0.03327157820887505,-0.03327157820887505,-0.03327157820887505,-0.03327157820887516,-0.033271578208875496,-0.033271578208875385,-0.033271578208875274,-0.03090707579094487
2022-03-11,-0.03564716236807419,-0.03564716236807419,-0.03564716236807419,-0.035647162368074414,-0.03564716236807475,-0.035647162368074525,-0.035647162368074525,-0.034791025317122304
2022-03-14,-0.03172502258399834,-0.03172502258399834,-0.03172502258399834,-0.03172502258399856,-0.031725022583998785,-0.03172502258399856,-0.031725022583998674,-0.03074566297191128
2022-03-15,-0.031227730972746115,-0.031227730972746115,-0.031227730972746115,-0.031227730972746337,-0.03122773097274667,-0.031227730972746448,-0.03122773097274667,-0.02808195222988652
2022-03-16,-0.028992056637252905,-0.028992056637252905,-0.028992056637252905,-0.028992056637253127,-0.02899205663725335,-0.02899205663725324,-0.02899205663725335,-0.02593610876609176
2022-03-17,-0.027569738214213046,-0.027569738214213046,-0.027569738214213046,-0.02756973821421327,-0.0275697382142136,-0.02756973821421338,-0.02756973821421349,-0.02290192991082063
2022-03-18,-0.029566888905070532,-0.029566888905070532,-0.029566888905070532,-0.029566888905070754,-0.029566888905071087,-0.029566888905070865,-0.029566888905070976,-0.0218762985357841
2022-03-21,-0.024856495225854314,-0.024856495225854314,-0.024856495225854314,-0.024856495225854536,-0.02485649522585487,-0.024856495225854758,-0.02485649522585487,-0.016129098536517006
2022-03-22,-0.023499978594155535,-0.023499978594155535,-0.023499978594155535,-0.023499978594155757,-0.02349997859415609,-0.023499978594155868,-0.02349997859415609,-0.01368695205877446
2022-03-23,-0.026058161682065872,-0.026058161682065872,-0.026058161682065872,-0.026058161682066205,-0.026058161682066427,-0.026058161682066205,-0.02605816168206654,-0.015237157718855698
2022-03-24,-0.022128519942475222,-0.022128519942475222,-0.022128519942475222,-0.022128519942475444,-0.022128519942475777,-0.022128519942475555,-0.02212851994247589,-0.012731205475176144
2022-03-25,-0.0227646239927507,-0.0227646239927507,-0.0227646239927507,-0.02276462399275092,-0.022764623992751365,-0.022764623992751032,-0.022764623992751365,-0.012972811296683817
2022-03-28,-0.02376935906407407,-0.02376935906407407,-0.02376935906407407,-0.02376935906407418,-0.023769359064074624,-0.023769359064074402,-0.023769359064074735,-0.013667554209449428
2022-03-29,-0.027241763811632236,-0.027241763811632236,-0.027241763811632236,-0.027241763811632347,-0.02724176381163279,-0.02724176381163257,-0.027241763811632902,-0.017547101314605795
2022-03-30,-0.018076235697190524,-0.018076235697190524,-0.018076235697190524,-0.018076235697190635,-0.01807623569719108,-0.018076235697190857,-0.01807623569719119,-0.009997653530583461
2022-03-31,-0.020795767645905405,-0.020795767645905405,-0.020795767645905405,-0.020795767645905516,-0.02079576764590596,-0.020795767645905627,-0.02079576764590607,-0.011718230869294577
2022-04-01,-0.014765010115313948,-0.014765010115313948,-0.014765010115313948,-0.014765010115314059,-0.014765010115314503,-0.014765010115314281,-0.0147780289073699,-0.005080285096873749
2022-04-04,-0.01643409156379272,-0.01643409156379272,-0.01643409156379272,-0.01643409156379272,-0.016434091563793274,-0.016434091563793052,-0.01873106096456978,-0.007666693668678115
2022-04-05,-0.014775019959969216,-0.014775019959969216,-0.014775019959969216,-0.014775019959969216,-0.01477501995996977,-0.014775019959969438,-0.019190868955272444,-0.010121760985596029
2022-04-06,-0.019849697150637224,-0.019849697150637224,-0.019849697150637224,-0.019849697150637113,-0.01984969715063778,-0.019849697150637446,-0.023333454408008825,-0.014081970396438992
2022-04-07,-0.01517278234875341,-0.01517278234875341,-0.01517278234875341,-0.0151727823487533,-0.015172782348753966,-0.015172782348753633,-0.018950558936689177,-0.011718298484676759
2022-04-08,-0.01608263696012413,-0.01608263696012413,-0.01608263696012413,-0.01608263696012402,-0.016082636960124574,-0.016082636960124463,-0.02014742794771629,-0.012648731452770234
2022-04-11,-0.01571097970433344,-0.01571097970433344,-0.01571097970433344,-0.015710979704333328,-0.015710979704333994,-0.015710979704333772,-0.018154133789892724,-0.009235049469526468
2022-04-12,-0.011829021519432548,-0.011829021519432548,-0.011829021519432548,-0.011829021519432326,-0.011829021519432992,-0.011829021519432659,-0.01576755118548423,-0.00496724753319111
2022-04-13,-0.014002530074618491,-0.014002530074618491,-0.014002530074618491,-0.01400253007461838,-0.014002530074618935,-0.014002530074618713,-0.01758395155343373,-0.005586421170049483
2022-04-14,-0.011588238934963857,-0.011588238934963857,-0.011588238934963857,-0.011588238934963857,-0.011588238934964412,-0.011588238934964079,-0.015057411225918194,-0.0033296277831738053
2022-04-15,-0.010806273072421768,-0.010806273072421768,-0.010806273072421768,-0.010806273072421768,-0.010806273072422212,-0.01080627307242199,-0.015028352205356366,-0.0033088529889423457
2022-04-18,-0.00813908581324363,-0.00813908581324363,-0.00813908581324363,-0.00813908581324374,-0.008139085813244296,-0.008139085813244074,-0.01391656941803332,-0.0019045486036547432
2022-04-19,-0.007511200421940534,-0.007511200421940534,-0.007511200421940534,-0.007511200421940645,-0.007511200421941089,-0.007511200421940867,-0.013366539560840551,-0.0024722611115906012
2022-04-20,-0.00655842264548423,-0.00655842264548423,-0.00655842264548423,-0.006558422645484452,-0.006558422645484896,-0.006558422645484563,-0.011647829504690899,-0.0008619917872569882
2022-04-21,-0.011729008656643836,-0.011729008656643836,-0.011729008656643836,-0.011729008656643947,-0.011729008656644502,-0.011729008656644169,-0.01694965547595606,-0.006192726781072522
2022-04-22,-0.01225893916249432,-0.01225893916249432,-0.01225893916249432,-0.01225893916249432,-0.012258939162494875,-0.012258939162494542,-0.017813263737808782,-0.006005844272623295
2022-04-25,-0.013401357131727187,-0.013401357131727187,-0.013401357131727187,-0.013401357131727187,-0.013401357131727631,-0.01340135713172741,-0.01826124907771598,-0.006367297772104652
2022-04-26,-0.01253185485641406,-0.01253185485641406,-0.01253185485641406,-0.012531854856413949,-0.012531854856414393,-0.012531854856414282,-0.017136818850781332,-0.0059649035247966165
2022-04-27,-0.008185531776483956,-0.008185531776483956,-0.008185531776483956,-0.008185531776483845,-0.0081855317764844,-0.008185531776484178,-0.012039103382687433,-0.0016996411335821193
2022-04-28,-0.00814589865353943,-0.00814589865353943,-0.00814589865353943,-0.00814589865353954,-0.008145898653539874,-0.008145898653539763,-0.014597696676442284,-0.004278033442341234
2022-04-29,-0.0076626655205951355,-0.0076626655205951355,-0.0076626655205951355,-0.0076626655205951355,-0.00766266552059558,-0.0076626655205953575,-0.014376643605964357,-0.005582644208858012
2022-05-02,-0.0026707845454329027,-0.0026707845454329027,-0.0026707845454329027,-0.0026707845454329027,-0.0026707845454333468,-0.0026707845454331247,-0.00825903576525533,-0.00030835021316810707
2022-05-03,-0.0013283680035514056,-0.0013283680035514056,-0.0013283680035514056,-0.0013283680035512946,-0.0013283680035518497,-0.0013283680035516277,-0.008179932757533592,-0.0006364671364501584
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,-9.524890450363088e-06,0.0
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,-0.00173519131809996,-0.00173519131809996,-0.00173519131809996,-0.001735191318100071,-0.00173519131809996,-0.00173519131809996,-0.0008691050144514767,-0.00012020853485128491
2022-05-09,-0.006024545938678072,-0.006024545938678072,-0.006024545938678072,-0.006024545938678183,-0.006024545938678183,-0.006024545938678183,-0.005054179637097311,-0.0020469680903041354
2022-05-10,-0.002594392799062595,-0.002594392799062595,-0.002594392799062595,-0.002594392799062595,-0.002594392799062706,-0.002594392799062595,-0.0012376823266907477,0.0
2022-05-11,-0.0019038542343866593,-0.0019038542343866593,-0.0019038542343866593,-0.0019038542343866593,-0.0019038542343868814,-0.0019038542343866593,0.0,0.0
2022-05-12,-0.004581365337058219,-0.004581365337058219,-0.004581365337058219,-0.004581365337058441,-0.004581365337058552,-0.00458136533705833,-0.002539384787310306,-0.0033478745242473407
2022-05-13,-0.006153776197239114,-0.006153776197239114,-0.006153776197239114,-0.006153776197239336,-0.006153776197239336,-0.006153776197239225,-0.0036796945643905454,-0.0044772263425117975
2022-05-16,-6.561202802757293e-05,-6.561202802757293e-05,-6.561202802757293e-05,-6.561202802757293e-05,-6.561202802768396e-05,-6.561202802757293e-05,0.0,0.0
2022-05-17,-0.0018956304434406546,-0.0018956304434406546,-0.0018956304434406546,-0.0018956304434407656,-0.0018956304434408766,-0.0018956304434406546,-0.00012947463505574852,-0.0025862079101803825
2022-05-18,-0.0053536322144730475,-0.0053536322144730475,-0.0053536322144730475,-0.0053536322144732695,-0.0053536322144732695,-0.0053536322144731585,-0.0019002942506644027,-0.0047487121161906565
2022-05-19,-0.006029328462700878,-0.006029328462700878,-0.006029328462700878,-0.006029328462700989,-0.006029328462700989,-0.006029328462700878,-0.00280533754041834,-0.006887443613715072
2022-05-20,-0.009275728978387021,-0.009275728978387021,-0.009275728978387021,-0.009275728978387243,-0.009275728978387132,-0.009275728978387021,-0.004516065945018077,-0.008341050278150575
2022-05-23,-0.0061410329701845345,-0.0061410329701845345,-0.0061410329701845345,-0.006141032970184757,-0.0061410329701846456,-0.0061410329701845345,-0.001127717547632412,-0.006101380449933136
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005942199489963329
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26,-0.001195474109853767,-0.001195474109853767,-0.001195474109853767,-0.0011954741098536559,-0.001195474109853767,-0.001195474109853767,-0.004507887917533315,-0.0015047209668807016
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018213453540181224,0.0
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.003575590216057245,-0.0003902260676282854
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026585287819596015,-0.00029908551101454073
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001582692671958652
2022-06-03,-0.005431678640849369,-0.005431678640849369,-0.005431678640849369,-0.005431678640849258,-0.005431678640849258,-0.005431678640849258,-0.0050257561800661765,-0.004182309442938292
2022-06-06,-0.010210200176159145,-0.010210200176159145,-0.010210200176159145,-0.010210200176159034,-0.010210200176158923,-0.010210200176158923,-0.00984925411433113,-0.008716443890028569
2022-06-07,-0.009200928851852863,-0.009200928851852863,-0.009200928851852863,-0.009200928851852863,-0.009200928851852641,-0.009200928851852641,-0.00829661745341792,-0.007146929705018068
2022-06-08,-0.010425111373712381,-0.010425111373712381,-0.010425111373712381,-0.010425111373712381,-0.01042511137371216,-0.01042511137371227,-0.009988638312357079,-0.008418921072056662
2022-06-09,-0.0077737434719212795,-0.0077737434719212795,-0.0077737434719212795,-0.0077737434719212795,-0.007773743471921057,-0.0077737434719211684,-0.008984623361465438,-0.010179209393644362
2022-06-10,-0.009681546680442077,-0.009681546680442077,-0.009681546680442077,-0.009681546680442188,-0.009681546680441855,-0.009681546680441966,-0.008197094318554088,-0.00981371900610184
2022-06-13,-0.007613329195089391,-0.007613329195089391,-0.007613329195089391,-0.007613329195089502,-0.007613329195089169,-0.00761332919508928,-0.005531188851048863,-0.009951854203039678
2022-06-14,-0.007806583001993439,-0.007806583001993439,-0.007806583001993439,-0.00780658300199355,-0.007806583001993106,-0.007806583001993217,-0.006410410614063333,-0.010919898212969681
2022-06-15,-0.000978011755802699,-0.000978011755802699,-0.000978011755802699,-0.00097801175580281,-0.000978011755802255,-0.000978011755802477,-0.000781494431892682,-0.0051676995199401166
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023871295320578856
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012203684875130572
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,-0.0007541467027782911,-0.0007541467027782911,-0.0007541467027782911,-0.0007541467027782911,-0.0007541467027784021,-0.0007541467027784021,0.0,0.0
2022-06-22,-0.0034643504844594775,-0.0034643504844594775,-0.0034643504844594775,-0.0034643504844594775,-0.0034643504844595885,-0.0034643504844594775,-0.001932998003379649,0.0
2022-06-23,-0.0030418886237648657,-0.0030418886237648657,-0.0030418886237648657,-0.0030418886237647547,-0.0030418886237649767,-0.0030418886237648657,-0.0013213136194034636,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018070636179682298,-0.003432535688541183
2022-06-28,-0.00366259299212901,-0.00366259299212901,-0.00366259299212901,-0.00366259299212901,-0.00366259299212901,-0.003662592992128899,-0.005712755975439965,-0.009875234284358325
2022-06-29,-0.00241904052405284,-0.00241904052405284,-0.00241904052405284,-0.002419040524052951,-0.00241904052405284,-0.00241904052405284,-0.0027172620528838065,-0.006810549993176984
2022-06-30,-0.0009878076986636897,-0.0009878076986636897,-0.0009878076986636897,-0.0009878076986638007,-0.0009878076986636897,-0.0009878076986636897,-0.000435932369112324,-0.006492002073874015
2022-07-01,-0.0013381564380968713,-0.0013381564380968713,-0.0013381564380968713,-0.0013381564380969824,-0.0013381564380967603,-0.0013381564380968713,-0.0007864746485517493,-0.006840420518986701
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005128107239163349
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004189414824527393
2022-07-06,-0.0005245698108939933,-0.0005245698108939933,-0.0005245698108939933,-0.0005245698108942154,-0.0005245698108942154,-0.0005245698108941044,-0.0005245698108942154,-0.004711786994879286
2022-07-07,-0.002426013635625779,-0.002426013635625779,-0.002426013635625779,-0.002426013635626001,-0.00242601363562589,-0.00242601363562589,-0.00242601363562589,-0.006605264882663553
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028013699485431864
2022-07-11,-0.009886740104693148,-0.009886740104693148,-0.009886740104693148,-0.009886740104693037,-0.009886740104693148,-0.009886740104693148,-0.009886740104693259,-0.012660413636617851
2022-07-12,-0.009619054081940526,-0.009619054081940526,-0.009619054081940526,-0.009619054081940526,-0.009619054081940748,-0.009619054081940526,-0.009619054081940748,-0.01239347750144526
2022-07-13,-0.010422501548442153,-0.010422501548442153,-0.010422501548442153,-0.010422501548441931,-0.010422501548442265,-0.010422501548442042,-0.010422501548442376,-0.013194674214358826
2022-07-14,-0.004291987849035284,-0.004291987849035284,-0.004291987849035284,-0.004291987849035173,-0.004291987849035284,-0.004291987849035173,-0.004291987849035506,-0.007081334351798585
2022-07-15,-0.0021903856454582593,-0.0021903856454582593,-0.0021903856454582593,-0.0021903856454581483,-0.0021903856454582593,-0.0021903856454580373,-0.0021903856454585924,-0.004985619513478423
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014644380813085833
2022-07-19,-0.005271341133450624,-0.005271341133450624,-0.005271341133450624,-0.005271341133450513,-0.005271341133450513,-0.005271341133450513,-0.005271341133450513,-0.00672805966206369
2022-07-20,-0.005308067236874714,-0.005308067236874714,-0.005308067236874714,-0.005308067236874714,-0.005308067236874603,-0.005308067236874714,-0.005308067236874603,-0.006764731982383476
2022-07-21,-0.003468759690657297,-0.003468759690657297,-0.003468759690657297,-0.003468759690657297,-0.003468759690657186,-0.003468759690657297,-0.003468759690657297,-0.004928117988179936
2022-07-22,-0.004226017937670079,-0.004226017937670079,-0.004226017937670079,-0.004226017937670079,-0.004226017937669968,-0.004226017937670079,-0.004226017937670079,-0.005684267277378474
2022-07-25,-0.0041830625507733865,-0.0041830625507733865,-0.0041830625507733865,-0.0041830625507733865,-0.0041830625507732755,-0.0041830625507733865,-0.0041830625507733865,-0.005641374795986143
2022-07-26,-0.00612270841550655,-0.00612270841550655,-0.00612270841550655,-0.006122708415506439,-0.006122708415506439,-0.006122708415506439,-0.00612270841550655,-0.007578180169450666
2022-07-27,-0.005163239934141917,-0.005163239934141917,-0.005163239934141917,-0.005163239934141806,-0.005163239934141806,-0.005163239934141917,-0.005163239934141917,-0.006620116770268081
2022-07-28,-0.0019964928006604987,-0.0019964928006604987,-0.0019964928006604987,-0.0019964928006602767,-0.0019964928006602767,-0.0019964928006603877,-0.0019964928006604987,-0.003458007141882824
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,-0.0022419459358860028,-0.0022419459358860028,-0.0022419459358860028,-0.0022419459358860028,-0.0022419459358860028,-0.0022419459358860028,-0.002241945935886114,-0.0022419459358860028
2022-08-04,-0.0009697402674614386,-0.0009697402674614386,-0.0009697402674614386,-0.0009697402674614386,-0.0009697402674613276,-0.0009697402674614386,-0.0009697402674615496,-0.0009697402674614386
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,-0.005172276701628009,-0.005172276701628009,-0.005172276701628009,-0.005172276701627898,-0.005172276701627898,-0.005172276701628009,-0.005172276701627898,-0.005172276701627898
2022-08-11,-0.008334889234466458,-0.008334889234466458,-0.008334889234466458,-0.008334889234466347,-0.008334889234466347,-0.008334889234466458,-0.008334889234466347,-0.008334889234466347
2022-08-12,-0.01070806072320507,-0.01070806072320507,-0.01070806072320507,-0.01070806072320496,-0.01070806072320496,-0.01070806072320496,-0.01070806072320496,-0.010708060723204849
2022-08-15,-0.0045653404021607225,-0.0045653404021607225,-0.0045653404021607225,-0.004565340402160611,-0.004565340402160611,-0.0045653404021607225,-0.004565340402160611,-0.004565340402160611
2022-08-16,-0.004823305371191133,-0.004823305371191133,-0.004823305371191133,-0.004823305371191133,-0.004823305371191022,-0.004823305371191244,-0.004823305371191244,-0.004823305371191022
2022-08-17,-0.0023162342176555883,-0.0023162342176555883,-0.0023162342176555883,-0.0023162342176555883,-0.0023162342176554773,-0.0023162342176555883,-0.0023162342176556994,-0.0023162342176554773
2022-08-18,-0.0018439936291038128,-0.0018439936291038128,-0.0018439936291038128,-0.0018439936291038128,-0.0018439936291037018,-0.0018439936291038128,-0.0018439936291039238,-0.0018439936291035908
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,-0.0005981244192421187,-0.0005981244192421187,-0.0005981244192421187,-0.0005981244192421187,-0.0005981244192421187,-0.0005981244192421187,-0.0005981244192421187,-0.0005981244192422297
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-02,-0.001974277557449833,-0.001974277557449833,-0.001974277557449833,-0.001974277557449833,-0.001974277557449833,-0.001974277557449833,-0.001974277557449833,-0.001974277557449833
2022-09-05,-0.005622170129618631,-0.005622170129618631,-0.005622170129618631,-0.005622170129618631,-0.005622170129618742,-0.005622170129618631,-0.005622170129618631,-0.005622170129618742
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-07,-0.0016393157872981456,-0.0016393157872981456,-0.0016393157872981456,-0.0016393157872981456,-0.0016393157872981456,-0.0016393157872982567,-0.0016393157872980346,-0.0016393157872981456
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-14,-0.0004009180610862195,-0.0004009180610862195,-0.0004009180610862195,-0.0004009180610862195,-0.0004009180610862195,-0.00040091806108633055,-0.0004009180610862195,-0.0004009180610862195
2022-09-15,-0.0004413008457863077,-0.0004413008457863077,-0.0004413008457863077,-0.0004413008457863077,-0.0004413008457863077,-0.0004413008457864187,-0.0004413008457863077,-0.0004413008457863077
2022-09-16,-0.005267169918144687,-0.005267169918144687,-0.005267169918144687,-0.005267169918144798,-0.005267169918144687,-0.005267169918144909,-0.005267169918144687,-0.005267169918144687
2022-09-19,-0.00797843998062242,-0.00797843998062242,-0.00797843998062242,-0.00797843998062242,-0.00797843998062242,-0.007978439980622642,-0.00797843998062242,-0.00797843998062242
2022-09-20,-0.00936909078241066,-0.00936909078241066,-0.00936909078241066,-0.009369090782410772,-0.00936909078241066,-0.009369090782410883,-0.009369090782410772,-0.009369090782410772
2022-09-21,-0.009455684823801325,-0.009455684823801325,-0.009455684823801325,-0.009455684823801214,-0.009455684823801214,-0.009455684823801547,-0.009455684823801325,-0.009455684823801436
2022-09-22,-0.008126953046260321,-0.008126953046260321,-0.008126953046260321,-0.008126953046260321,-0.008126953046260321,-0.008126953046260654,-0.008126953046260432,-0.008126953046260432
2022-09-23,-0.00822123488996751,-0.00822123488996751,-0.00822123488996751,-0.00822123488996751,-0.00822123488996751,-0.008221234889967843,-0.008221234889967621,-0.008221234889967732
2022-09-26,-0.005713904302723782,-0.005713904302723782,-0.005713904302723782,-0.005713904302723671,-0.00571390430272356,-0.005713904302723893,-0.005713904302723782,-0.005713904302723782
2022-09-27,-0.006660393746959814,-0.006660393746959814,-0.006660393746959814,-0.006660393746959703,-0.006660393746959592,-0.006660393746959814,-0.006660393746959814,-0.006660393746959925
2022-09-28,-0.004328102651053767,-0.004328102651053767,-0.004328102651053767,-0.004328102651053656,-0.004328102651053656,-0.004328102651053878,-0.004328102651053878,-0.004328102651053878
2022-09-29,-0.0017885913741183534,-0.0017885913741183534,-0.0017885913741183534,-0.0017885913741182424,-0.0017885913741181314,-0.0017885913741184645,-0.0017885913741183534,-0.0017885913741184645
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-04,-0.0009955060664067483,-0.0009955060664067483,-0.0009955060664067483,-0.0009955060664067483,-0.0009955060664066373,-0.0009955060664067483,-0.0009955060664067483,-0.0009955060664067483
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-06,-0.0012135810794131618,-0.0012135810794131618,-0.0012135810794131618,-0.0012135810794130508,-0.0012135810794130508,-0.0012135810794130508,-0.0012135810794130508,-0.0012135810794131618
2022-10-07,-0.0034864555030195143,-0.0034864555030195143,-0.0034864555030195143,-0.0034864555030194033,-0.0034864555030195143,-0.0034864555030195143,-0.0034864555030195143,-0.0034864555030195143
2022-10-10,-0.004849616684741709,-0.004849616684741709,-0.004849616684741709,-0.004849616684741709,-0.00484961668474182,-0.004849616684741709,-0.00484961668474182,-0.00484961668474182
2022-10-11,-0.006222080050557466,-0.006222080050557466,-0.006222080050557466,-0.006222080050557466,-0.006222080050557466,-0.006222080050557577,-0.006222080050557577,-0.006222080050557577
2022-10-12,-0.006925072239245766,-0.006925072239245766,-0.006925072239245766,-0.006925072239245766,-0.006925072239245766,-0.006925072239245766,-0.0069250722392458774,-0.0069250722392458774
2022-10-13,-0.008294799156263966,-0.008294799156263966,-0.008294799156263966,-0.008294799156263966,-0.008294799156263966,-0.008294799156264077,-0.008294799156264077,-0.008294799156264077
2022-10-14,-0.0011994876344030292,-0.0011994876344030292,-0.0011994876344030292,-0.0011994876344031402,-0.0011994876344030292,-0.0011994876344032512,-0.0011994876344031402,-0.0011994876344032512
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-21,-0.0005344439173666782,-0.0005344439173666782,-0.0005344439173666782,-0.0005344439173666782,-0.0005344439173666782,-0.0005344439173666782,-0.0005344439173667892,-0.0005344439173666782
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-25,-0.0002794940254514655,-0.0002794940254514655,-0.0002794940254514655,-0.0002794940254513545,-0.0002794940254513545,-0.0002794940254513545,-0.0002794940254513545,-0.0002794940254513545
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
